# Title: January - December 2022 Texas County Precipitation
# Units: Inches
# Note: Period of Record: 131 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean,Pctavg,Percent of Average
TX-001,Anderson County,Texas,35.32,-6.24,34,41.56,85
TX-003,Andrews County,Texas,8.33,-6.33,12,14.66,56.8
TX-005,Angelina County,Texas,41.4,-7.2,33,48.6,85.2
TX-007,Aransas County,Texas,29.19,-4.56,44,33.75,86.5
TX-009,Archer County,Texas,22.46,-5.22,28,27.68,81.2
TX-011,Armstrong County,Texas,16.01,-4.87,21,20.88,76.7
TX-013,Atascosa County,Texas,13.87,-12.79,6,26.66,52
TX-015,Austin County,Texas,27.88,-13.17,11,41.05,67.9
TX-017,Bailey County,Texas,13.54,-3.89,25,17.43,77.7
TX-019,Bandera County,Texas,13.67,-16.21,2,29.88,45.8
TX-021,Bastrop County,Texas,25.4,-9.67,17,35.07,72.4
TX-023,Baylor County,Texas,22.33,-3.22,35,25.55,87.4
TX-025,Bee County,Texas,22.6,-7.58,27,30.18,74.9
TX-027,Bell County,Texas,20.68,-12.33,7,33.01,62.6
TX-029,Bexar County,Texas,12.85,-16.85,1,29.7,43.3
TX-031,Blanco County,Texas,13.03,-18.03,2,31.06,42
TX-033,Borden County,Texas,10.59,-8.25,7,18.84,56.2
TX-035,Bosque County,Texas,20.15,-12.07,6,32.22,62.5
TX-037,Bowie County,Texas,45.34,-2.36,62,47.7,95
TX-039,Brazoria County,Texas,35.35,-10.02,19,45.37,77.9
TX-041,Brazos County,Texas,33.34,-6.19,32,39.53,84.3
TX-043,Brewster County,Texas,12.08,-1,57,13.08,92.3
TX-045,Briscoe County,Texas,16.08,-4.81,24,20.89,77
TX-047,Brooks County,Texas,18.8,-4.94,31,23.74,79.2
TX-049,Brown County,Texas,18.01,-8.77,8,26.78,67.3
TX-051,Burleson County,Texas,29.84,-7.75,26,37.59,79.4
TX-053,Burnet County,Texas,18.96,-11.28,8,30.24,62.7
TX-055,Caldwell County,Texas,20.15,-13.29,9,33.44,60.3
TX-057,Calhoun County,Texas,30.05,-7.83,30,37.88,79.3
TX-059,Callahan County,Texas,18.55,-7.26,16,25.81,71.9
TX-061,Cameron County,Texas,23.57,-1.25,57,24.82,95
TX-063,Camp County,Texas,41.05,-3.47,49,44.52,92.2
TX-065,Carson County,Texas,15.93,-4.74,22,20.67,77.1
TX-067,Cass County,Texas,46.39,-0.97,63,47.36,97.9
TX-069,Castro County,Texas,12.47,-6.15,11,18.62,67
TX-071,Chambers County,Texas,46.06,-3.55,49,49.61,92.8
TX-073,Cherokee County,Texas,41.53,-2.95,49,44.48,93.4
TX-075,Childress County,Texas,16.48,-6.09,19,22.57,73
TX-077,Clay County,Texas,25.01,-5.03,30,30.04,83.3
TX-079,Cochran County,Texas,12.18,-5.3,17,17.48,69.7
TX-081,Coke County,Texas,13.82,-8.13,8,21.95,63
TX-083,Coleman County,Texas,18.53,-7.37,14,25.9,71.5
TX-085,Collin County,Texas,36.25,-1.78,53,38.03,95.3
TX-087,Collingsworth County,Texas,17.69,-5.55,24,23.24,76.1
TX-089,Colorado County,Texas,29.71,-10.76,15,40.47,73.4
TX-091,Comal County,Texas,15.03,-17.51,2,32.54,46.2
TX-093,Comanche County,Texas,17.91,-10.35,5,28.26,63.4
TX-095,Concho County,Texas,16.28,-7.74,14,24.02,67.8
TX-097,Cooke County,Texas,31.73,-3.86,41,35.59,89.2
TX-099,Coryell County,Texas,17.42,-14.16,4,31.58,55.2
TX-101,Cottle County,Texas,16.46,-5.94,16,22.4,73.5
TX-103,Crane County,Texas,8.49,-4.63,20,13.12,64.7
TX-105,Crockett County,Texas,12.09,-5.99,17,18.08,66.9
TX-107,Crosby County,Texas,14.25,-6.06,16,20.31,70.2
TX-109,Culberson County,Texas,12.76,0.86,83,11.9,107.2
TX-111,Dallam County,Texas,10.11,-6.5,7,16.61,60.9
TX-113,Dallas County,Texas,35.8,-0.65,56,36.45,98.2
TX-115,Dawson County,Texas,10.01,-7.39,8,17.4,57.5
TX-117,Deaf Smith County,Texas,10.94,-7.37,5,18.31,59.7
TX-119,Delta County,Texas,40.61,-2.49,56,43.1,94.2
TX-121,Denton County,Texas,30.9,-4.04,46,34.94,88.4
TX-123,DeWitt County,Texas,23.25,-11.35,12,34.6,67.2
TX-125,Dickens County,Texas,14.61,-6.96,12,21.57,67.7
TX-127,Dimmit County,Texas,17.61,-3.5,48,21.11,83.4
TX-129,Donley County,Texas,17.06,-4.89,26,21.95,77.7
TX-131,Duval County,Texas,20.27,-3.46,45,23.73,85.4
TX-133,Eastland County,Texas,19.23,-8.35,13,27.58,69.7
TX-135,Ector County,Texas,8.28,-5.52,18,13.8,60
TX-137,Edwards County,Texas,14.01,-9.53,8,23.54,59.5
TX-139,Ellis County,Texas,31.06,-5.41,32,36.47,85.2
TX-141,El Paso County,Texas,10.65,1.86,98,8.79,121.1
TX-143,Erath County,Texas,16.38,-13.33,1,29.71,55.1
TX-145,Falls County,Texas,25.78,-9.24,16,35.02,73.6
TX-147,Fannin County,Texas,40.35,-0.79,57,41.14,98.1
TX-149,Fayette County,Texas,28.04,-9.41,19,37.45,74.9
TX-151,Fisher County,Texas,14.44,-7.51,11,21.95,65.8
TX-153,Floyd County,Texas,14.46,-6.21,17,20.67,70
TX-155,Foard County,Texas,18.93,-5.32,27,24.25,78.1
TX-157,Fort Bend County,Texas,32.67,-11.48,13,44.15,74
TX-159,Franklin County,Texas,42.24,-1.77,57,44.01,96
TX-161,Freestone County,Texas,33.44,-5.59,35,39.03,85.7
TX-163,Frio County,Texas,14.68,-9.5,8,24.18,60.7
TX-165,Gaines County,Texas,8.17,-7.78,7,15.95,51.2
TX-167,Galveston County,Texas,40.93,-6.24,38,47.17,86.8
TX-169,Garza County,Texas,12.34,-7.17,11,19.51,63.2
TX-171,Gillespie County,Texas,15.76,-13.29,6,29.05,54.3
TX-173,Glasscock County,Texas,9.43,-8.29,9,17.72,53.2
TX-175,Goliad County,Texas,24.45,-8.75,23,33.2,73.6
TX-177,Gonzales County,Texas,18.46,-15.34,7,33.8,54.6
TX-179,Gray County,Texas,18.64,-3.53,33,22.17,84.1
TX-181,Grayson County,Texas,35.37,-2.88,49,38.25,92.5
TX-183,Gregg County,Texas,38.84,-6.25,34,45.09,86.1
TX-185,Grimes County,Texas,35.51,-6.36,31,41.87,84.8
TX-187,Guadalupe County,Texas,16.05,-15.8,3,31.85,50.4
TX-189,Hale County,Texas,13.52,-5.87,18,19.39,69.7
TX-191,Hall County,Texas,16.22,-4.97,23,21.19,76.5
TX-193,Hamilton County,Texas,16.55,-13.35,3,29.9,55.4
TX-195,Hansford County,Texas,10.99,-8.07,3,19.06,57.7
TX-197,Hardeman County,Texas,19.29,-5.17,29,24.46,78.9
TX-199,Hardin County,Texas,51.66,-0.71,57,52.37,98.6
TX-201,Harris County,Texas,36.42,-10.05,18,46.47,78.4
TX-203,Harrison County,Texas,41.98,-5.17,41,47.15,89
TX-205,Hartley County,Texas,10.43,-6.91,4,17.34,60.1
TX-207,Haskell County,Texas,18.31,-5.77,25,24.08,76
TX-209,Hays County,Texas,17.02,-15.99,6,33.01,51.6
TX-211,Hemphill County,Texas,17.11,-5.4,20,22.51,76
TX-213,Henderson County,Texas,34.25,-6.73,32,40.98,83.6
TX-215,Hidalgo County,Texas,20.01,-2.76,42,22.77,87.9
TX-217,Hill County,Texas,24.53,-10.3,11,34.83,70.4
TX-219,Hockley County,Texas,13.65,-4.55,24,18.2,75
TX-221,Hood County,Texas,22.04,-9.07,14,31.11,70.8
TX-223,Hopkins County,Texas,39.39,-3.37,50,42.76,92.1
TX-225,Houston County,Texas,40.67,-3.51,49,44.18,92.1
TX-227,Howard County,Texas,9.09,-9.44,5,18.53,49
TX-229,Hudspeth County,Texas,13,2.7,107,10.3,126.3
TX-231,Hunt County,Texas,37.17,-3.38,46,40.55,91.7
TX-233,Hutchinson County,Texas,13.85,-5.57,13,19.42,71.3
TX-235,Irion County,Texas,12.29,-7.68,9,19.97,61.5
TX-237,Jack County,Texas,25.62,-4.4,38,30.02,85.3
TX-239,Jackson County,Texas,28.94,-10.86,16,39.8,72.7
TX-241,Jasper County,Texas,48.94,-5.16,47,54.1,90.5
TX-243,Jeff Davis County,Texas,16.43,1.67,91,14.76,111.3
TX-245,Jefferson County,Texas,52.56,0.26,62,52.3,100.5
TX-247,Jim Hogg County,Texas,19.58,-2.26,56,21.84,89.7
TX-249,Jim Wells County,Texas,19.46,-6.87,23,26.33,73.9
TX-251,Johnson County,Texas,26.72,-6.8,25,33.52,79.7
TX-253,Jones County,Texas,16.64,-6.87,16,23.51,70.8
TX-255,Karnes County,Texas,20.42,-9.77,12,30.19,67.6
TX-257,Kaufman County,Texas,32.82,-6.55,28,39.37,83.4
TX-259,Kendall County,Texas,14.81,-16.43,4,31.24,47.4
TX-261,Kenedy County,Texas,19.06,-6.5,21,25.56,74.6
TX-263,Kent County,Texas,12.94,-7.83,8,20.77,62.3
TX-265,Kerr County,Texas,14.27,-14.34,4,28.61,49.9
TX-267,Kimble County,Texas,15.1,-10.62,9,25.72,58.7
TX-269,King County,Texas,15.4,-7.22,10,22.62,68.1
TX-271,Kinney County,Texas,17.34,-4.17,35,21.51,80.6
TX-273,Kleberg County,Texas,18.32,-8.5,17,26.82,68.3
TX-275,Knox County,Texas,18.65,-5.4,21,24.05,77.5
TX-277,Lamar County,Texas,42.05,-2.24,55,44.29,95
TX-279,Lamb County,Texas,14.25,-4.17,22,18.42,77.3
TX-281,Lampasas County,Texas,20.04,-9.45,11,29.49,67.9
TX-283,La Salle County,Texas,18.53,-3.62,47,22.15,83.7
TX-285,Lavaca County,Texas,25.11,-12.57,12,37.68,66.6
TX-287,Lee County,Texas,27.83,-8.4,23,36.23,76.8
TX-289,Leon County,Texas,36.48,-4.2,46,40.68,89.7
TX-291,Liberty County,Texas,46.15,-3.44,50,49.59,93.1
TX-293,Limestone County,Texas,29.24,-8.1,21,37.34,78.3
TX-295,Lipscomb County,Texas,15.5,-6.38,12,21.88,70.8
TX-297,Live Oak County,Texas,19.4,-7.5,18,26.9,72.1
TX-299,Llano County,Texas,18.91,-9.47,11,28.38,66.6
TX-301,Loving County,Texas,10.41,-1.1,57,11.51,90.5
TX-303,Lubbock County,Texas,14.22,-4.69,26,18.91,75.2
TX-305,Lynn County,Texas,12.82,-5.72,17,18.54,69.1
TX-307,McCulloch County,Texas,19.77,-5.87,23,25.64,77.1
TX-309,McLennan County,Texas,22.53,-11.17,7,33.7,66.9
TX-311,McMullen County,Texas,18.19,-5.69,30,23.88,76.2
TX-313,Madison County,Texas,35.89,-5.48,39,41.37,86.8
TX-315,Marion County,Texas,43.85,-3.19,52,47.04,93.2
